response_id,participant_id,condition,trial_index,task_id,selected_option,correct_answer,is_correct,ai_recommendation,ai_is_correct,user_thinks_ai_correct,error_detection_correct,confidence_rating,client_decision_ms,server_decision_ms,shown_at,submitted_at,user_agent
fd418585-0f00-4f6f-868c-5f9bbf6098bd,66ee09ce-b61a-41d7-82e8-0d67adc7406d,tell,6,6,A,A,True,B,False,no,True,6,29461,29530,2026-04-27T20:41:12+00:00,2026-04-27T20:41:41+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
3f60c8c4-b1bc-4f1b-816d-3001e9c27245,a9e17cb8-17ba-402a-bef9-e527cd9be46b,try,1,4,A,B,False,A,False,yes,False,6,59148,59205,2026-04-27T20:42:56+00:00,2026-04-27T20:43:55+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
5368092c-77ae-45d4-8415-7693c4ebc750,a9e17cb8-17ba-402a-bef9-e527cd9be46b,try,2,2,B,B,True,A,False,no,True,7,128536,128587,2026-04-27T20:43:55+00:00,2026-04-27T20:46:03+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
378ce656-c81e-49fd-b645-1cbae4f3365f,a9e17cb8-17ba-402a-bef9-e527cd9be46b,try,3,3,B,B,True,B,True,yes,True,6,38073,38143,2026-04-27T20:46:03+00:00,2026-04-27T20:46:42+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
978b34cf-29ea-4a3c-83bb-f050f2725709,a9e17cb8-17ba-402a-bef9-e527cd9be46b,try,4,6,A,A,True,B,False,no,True,6,56389,56446,2026-04-27T20:46:42+00:00,2026-04-27T20:47:38+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
5824f0f0-0ccc-41a6-a719-a8e755de7f7c,a9e17cb8-17ba-402a-bef9-e527cd9be46b,try,5,1,A,A,True,A,True,yes,True,7,35138,35208,2026-04-27T20:47:38+00:00,2026-04-27T20:48:13+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
d825f6fd-d451-40fb-8b04-2a2cfbe0c280,a9e17cb8-17ba-402a-bef9-e527cd9be46b,try,6,5,B,B,True,B,True,yes,True,6,33202,33246,2026-04-27T20:48:13+00:00,2026-04-27T20:48:46+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
343e8431-fe7a-4c88-bb49-c898a9194699,fef35e6a-7b9a-457c-9a34-3d7270ab4c68,show,1,2,B,B,True,A,False,no,True,7,26858,26896,2026-04-27T21:03:31+00:00,2026-04-27T21:03:58+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
6bb624ec-b275-44f3-b34d-7fd62447a8f3,fef35e6a-7b9a-457c-9a34-3d7270ab4c68,show,2,1,A,A,True,A,True,yes,True,3,99437,99480,2026-04-27T21:03:58+00:00,2026-04-27T21:05:38+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
a628cfb5-2984-4c28-a388-0b6c4865955f,fef35e6a-7b9a-457c-9a34-3d7270ab4c68,show,3,5,B,B,True,B,True,yes,True,5,1556213,1556272,2026-04-27T21:05:38+00:00,2026-04-27T21:31:34+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
b9025992-3d2f-43d6-8e6e-056b6d319082,fef35e6a-7b9a-457c-9a34-3d7270ab4c68,show,4,3,B,B,True,B,True,yes,True,7,15622,15699,2026-04-27T21:31:34+00:00,2026-04-27T21:31:50+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
131a87a2-8212-4c56-8a99-c7434a2328d3,fef35e6a-7b9a-457c-9a34-3d7270ab4c68,show,5,6,A,A,True,B,False,no,True,5,15187,15223,2026-04-27T21:31:50+00:00,2026-04-27T21:32:05+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
8232f146-6c5c-48b3-9e51-fca2a5bf362a,fef35e6a-7b9a-457c-9a34-3d7270ab4c68,show,6,4,B,B,True,A,False,no,True,5,17904,17945,2026-04-27T21:32:05+00:00,2026-04-27T21:32:23+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
c6ea76ca-f518-412e-b3b2-f7b4e8e4b983,c66983ef-2da2-4d89-90f7-f3bc8a8e436c,show,1,1,A,A,True,A,True,yes,True,7,71697,71749,2026-04-27T22:38:50+00:00,2026-04-27T22:40:02+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
6b3a634f-7510-405f-82c7-aa3b0cd25a96,c66983ef-2da2-4d89-90f7-f3bc8a8e436c,show,2,4,B,B,True,A,False,no,True,7,43829,43878,2026-04-27T22:40:02+00:00,2026-04-27T22:40:45+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
04b1b16c-d9b3-4fa3-9323-93c28c2b6eca,c66983ef-2da2-4d89-90f7-f3bc8a8e436c,show,3,5,B,B,True,B,True,yes,True,6,44127,44207,2026-04-27T22:40:45+00:00,2026-04-27T22:41:30+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
2dd0fd78-c7cf-4b30-a39b-6bb1eb5400d0,c66983ef-2da2-4d89-90f7-f3bc8a8e436c,show,4,6,B,A,False,B,False,yes,False,7,35913,35973,2026-04-27T22:41:30+00:00,2026-04-27T22:42:06+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
53406e3a-e00f-4f8c-8c19-8d5c0a829634,c66983ef-2da2-4d89-90f7-f3bc8a8e436c,show,5,3,B,B,True,B,True,yes,True,6,22166,22221,2026-04-27T22:42:06+00:00,2026-04-27T22:42:28+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
03c50343-8d2b-453d-9de3-bda4114a8b87,c66983ef-2da2-4d89-90f7-f3bc8a8e436c,show,6,2,A,B,False,A,False,yes,False,6,32272,32321,2026-04-27T22:42:28+00:00,2026-04-27T22:43:00+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
06964f9b-5c68-4064-b018-01a85b8041f5,6747a659-4ac4-4fdb-8402-7e415f7faed3,try,1,3,B,B,True,B,True,yes,True,7,43416,43475,2026-04-27T22:44:15+00:00,2026-04-27T22:44:58+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
b060a671-383f-4179-a59b-3d7d0e532d02,6747a659-4ac4-4fdb-8402-7e415f7faed3,try,2,2,B,B,True,A,False,no,True,7,36372,36435,2026-04-27T22:44:58+00:00,2026-04-27T22:45:35+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
f94a62e1-f766-4d75-b953-ae8e580dc6e6,6747a659-4ac4-4fdb-8402-7e415f7faed3,try,3,5,B,B,True,B,True,yes,True,6,43309,43365,2026-04-27T22:45:35+00:00,2026-04-27T22:46:18+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
cd067ecc-4697-43a9-8eba-4351c817b8df,6747a659-4ac4-4fdb-8402-7e415f7faed3,try,4,6,B,A,False,B,False,yes,False,7,24369,24416,2026-04-27T22:46:18+00:00,2026-04-27T22:46:43+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
cde78795-7d7d-45ca-bcc8-b19bd739ecae,6747a659-4ac4-4fdb-8402-7e415f7faed3,try,5,4,B,B,True,A,False,no,True,6,21011,21051,2026-04-27T22:46:43+00:00,2026-04-27T22:47:04+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
015a59d4-ca9a-4fbb-ae2c-5ba3e8f593b9,6747a659-4ac4-4fdb-8402-7e415f7faed3,try,6,1,A,A,True,A,True,yes,True,5,50310,50354,2026-04-27T22:47:04+00:00,2026-04-27T22:47:54+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
3a793c43-d2b2-406e-bfa0-df53205be096,27ba72cb-0c90-4741-9dee-3c91918c289f,tell,1,6,B,A,False,B,False,yes,False,7,31158,31195,2026-04-27T22:48:26+00:00,2026-04-27T22:48:57+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
4f5fd422-e2b4-42a5-afe8-8f3a3a578f39,27ba72cb-0c90-4741-9dee-3c91918c289f,tell,2,3,B,B,True,B,True,yes,True,7,31608,31662,2026-04-27T22:48:57+00:00,2026-04-27T22:49:29+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
104f922a-b413-46dd-8ff3-5c0664d2ab0f,27ba72cb-0c90-4741-9dee-3c91918c289f,tell,3,4,B,B,True,A,False,no,True,5,27965,28009,2026-04-27T22:49:29+00:00,2026-04-27T22:49:57+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
a06a5d05-e2e5-44f7-85a9-ff15d58fd532,27ba72cb-0c90-4741-9dee-3c91918c289f,tell,4,2,A,B,False,A,False,yes,False,5,31444,31511,2026-04-27T22:49:57+00:00,2026-04-27T22:50:28+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
8a38ff0b-d55b-4eee-a979-d4c99910fab7,27ba72cb-0c90-4741-9dee-3c91918c289f,tell,5,1,A,A,True,A,True,yes,True,7,14712,14785,2026-04-27T22:50:28+00:00,2026-04-27T22:50:43+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
e4b5ce44-5d3f-4855-81a7-fc4a7b62caa3,27ba72cb-0c90-4741-9dee-3c91918c289f,tell,6,5,B,B,True,B,True,yes,True,7,27350,27395,2026-04-27T22:50:43+00:00,2026-04-27T22:51:10+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
79da1fef-076f-459a-bc75-6a9a8fb9e359,0768ff3f-5837-4fc0-a851-e06de90306ad,show,1,3,B,B,True,B,True,yes,True,7,198029,198079,2026-04-27T22:53:22+00:00,2026-04-27T22:56:40+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
1b62769f-7440-4b60-a42b-d0e22f01ffb0,0768ff3f-5837-4fc0-a851-e06de90306ad,show,2,4,A,B,False,A,False,yes,False,6,39198,39251,2026-04-27T22:56:40+00:00,2026-04-27T22:57:19+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
5da17837-985f-41ea-a919-b2adcd805dc3,0768ff3f-5837-4fc0-a851-e06de90306ad,show,3,2,B,B,True,A,False,no,True,6,33295,33363,2026-04-27T22:57:19+00:00,2026-04-27T22:57:53+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
a2738276-0903-4b31-a4f1-b6f0e3fd9695,0768ff3f-5837-4fc0-a851-e06de90306ad,show,4,6,A,A,True,B,False,no,True,5,49592,49642,2026-04-27T22:57:53+00:00,2026-04-27T22:58:42+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
5e8f919b-670f-4a95-9e57-0e776e7e6577,0768ff3f-5837-4fc0-a851-e06de90306ad,show,5,5,B,B,True,B,True,yes,True,6,35952,35999,2026-04-27T22:58:42+00:00,2026-04-27T22:59:18+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
0e56ad53-6f6c-48d2-a0a3-b4f8ce0523a9,0768ff3f-5837-4fc0-a851-e06de90306ad,show,6,1,A,A,True,A,True,yes,True,6,25350,25410,2026-04-27T22:59:18+00:00,2026-04-27T22:59:44+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
